return_pct,final_value,cash,halted,trades,reset,order_pct,ETH_sweep,ETH_steps,BNB_sweep,BNB_steps,SOL_sweep,SOL_steps
65.3272584311371,49598.17752934113,19430.616453641916,False,147,24.0,0.15,0.15,8,0.2,12,0.2,4
65.31320871562663,49593.96261468799,10820.22043113771,False,226,,0.15,0.2,8,0.06,12,0.2,4
65.31320871562663,49593.96261468799,10820.22043113771,False,226,24.0,0.15,0.2,8,0.06,12,0.2,4
65.31320871562663,49593.96261468799,10820.22043113771,False,226,168.0,0.15,0.2,8,0.06,12,0.2,4
65.31320871562663,49593.96261468799,10820.22043113771,False,226,48.0,0.15,0.2,8,0.06,12,0.2,4
64.92576760479885,49477.73028143965,14923.150143650815,False,286,168.0,0.1,0.2,4,0.1,12,0.2,4
64.92576760479885,49477.73028143965,14923.150143650815,False,286,,0.1,0.2,4,0.1,12,0.2,4
64.92576760479885,49477.73028143965,14923.150143650815,False,286,48.0,0.1,0.2,4,0.1,12,0.2,4
64.92576760479885,49477.73028143965,14923.150143650815,False,286,24.0,0.1,0.2,4,0.1,12,0.2,4
64.91160071029131,49473.480213087394,34782.975747320015,False,296,168.0,0.1,0.1,8,0.1,12,0.2,4
64.91160071029131,49473.480213087394,34782.975747320015,False,296,24.0,0.1,0.1,8,0.1,12,0.2,4
64.91160071029131,49473.480213087394,34782.975747320015,False,296,48.0,0.1,0.1,8,0.1,12,0.2,4
64.91160071029131,49473.480213087394,34782.975747320015,False,296,,0.1,0.1,8,0.1,12,0.2,4
64.84198173572368,49452.5945207171,33193.061035781066,False,314,168.0,0.1,0.1,8,0.06,8,0.2,4
64.84198173572368,49452.5945207171,33193.061035781066,False,314,48.0,0.1,0.1,8,0.06,8,0.2,4
64.84198173572368,49452.5945207171,33193.061035781066,False,314,24.0,0.1,0.1,8,0.06,8,0.2,4
64.84198173572368,49452.5945207171,33193.061035781066,False,314,,0.1,0.1,8,0.06,8,0.2,4
64.35054508614652,49305.16352584396,30057.902569783877,False,177,168.0,0.1,0.1,4,0.15,8,0.2,4
64.35054508614652,49305.16352584396,30057.902569783877,False,177,,0.1,0.1,4,0.15,8,0.2,4
64.35054508614652,49305.16352584396,30057.902569783877,False,177,24.0,0.1,0.1,4,0.15,8,0.2,4
64.35054508614652,49305.16352584396,30057.902569783877,False,177,48.0,0.1,0.1,4,0.15,8,0.2,4
