return_pct,final_value,cash,profit,halted,trades,sweep,steps,reset,order_pct,counter_m,atr_mult
8.673034998858697,108673.0349988587,48140.989990234375,186017.72827148438,False,32,0.15,12,,0.15,5.0,3.0
8.673034998858697,108673.0349988587,48140.989990234375,186017.72827148438,False,32,0.15,12,,0.15,5.0,0.0
8.673034998858697,108673.0349988587,48140.989990234375,186017.72827148438,False,32,0.15,12,,0.15,5.0,2.0
8.28686183953585,108286.86183953585,60508.34,158429.44,False,26,0.2,12,,0.15,4.0,2.0
8.28686183953585,108286.86183953585,60508.34,158429.44,False,26,0.2,12,,0.15,4.0,0.0
8.28686183953585,108286.86183953585,60508.34,158429.44,False,26,0.2,12,,0.15,4.0,3.0
8.28347554040693,108283.47554040693,52937.5,127499.99999999999,False,21,0.2,12,,0.15,5.0,3.0
8.28347554040693,108283.47554040693,52937.5,127499.99999999999,False,21,0.2,12,,0.15,5.0,0.0
8.28347554040693,108283.47554040693,52937.5,127499.99999999999,False,21,0.2,12,,0.15,5.0,2.0
7.962343180925367,107962.34318092537,52447.49147265626,215872.03967578127,False,39,0.15,12,,0.15,4.0,2.0
7.962343180925367,107962.34318092537,52447.49147265626,215872.03967578127,False,39,0.15,12,,0.15,4.0,3.0
7.962343180925367,107962.34318092537,52447.49147265626,215872.03967578127,False,39,0.15,12,,0.15,4.0,0.0
7.217137610489212,107217.13761048921,42859.375,95625.0,False,17,0.15,8,,0.15,5.0,3.0
7.217137610489212,107217.13761048921,42859.375,95625.0,False,17,0.15,8,,0.15,5.0,2.0
7.217137610489212,107217.13761048921,42859.375,95625.0,False,17,0.15,8,,0.15,5.0,0.0
7.1430468185262,107143.0468185262,56116.30060937501,186914.9709375,False,32,0.2,12,,0.15,3.0,0.0
7.1430468185262,107143.0468185262,56116.30060937501,186914.9709375,False,32,0.2,12,,0.15,3.0,3.0
7.1430468185262,107143.0468185262,56116.30060937501,186914.9709375,False,32,0.2,12,,0.15,3.0,2.0
6.798034998858697,106798.0349988587,46265.989990234375,154142.72827148438,False,28,0.1,8,,0.15,5.0,2.0
6.798034998858697,106798.0349988587,46265.989990234375,154142.72827148438,False,28,0.1,8,,0.15,5.0,0.0
6.798034998858697,106798.0349988587,46265.989990234375,154142.72827148438,False,28,0.1,8,,0.15,5.0,3.0
6.30043369106538,106300.43369106538,57943.75,110625.0,False,18,0.15,8,,0.15,4.0,0.0
6.30043369106538,106300.43369106538,57943.75,110625.0,False,18,0.15,8,,0.15,4.0,2.0
6.30043369106538,106300.43369106538,57943.75,110625.0,False,18,0.15,8,,0.15,4.0,3.0
6.218975223894114,106218.97522389411,50704.123515625004,179261.312578125,False,33,0.1,8,,0.15,4.0,0.0
6.218975223894114,106218.97522389411,50704.123515625004,179261.312578125,False,33,0.1,8,,0.15,4.0,2.0
6.218975223894114,106218.97522389411,50704.123515625004,179261.312578125,False,33,0.1,8,,0.15,4.0,3.0
6.1955762687497185,106195.57626874972,48771.5505291022,237726.55030999333,False,47,0.15,12,,0.15,3.0,2.0
6.1955762687497185,106195.57626874972,48771.5505291022,237726.55030999333,False,47,0.15,12,,0.15,3.0,3.0
6.1955762687497185,106195.57626874972,48771.5505291022,237726.55030999333,False,47,0.15,12,,0.15,3.0,0.0
6.183956149218109,106183.95614921811,59083.837890625,131958.447265625,False,34,0.15,12,,0.1,5.0,0.0
6.183956149218109,106183.95614921811,59083.837890625,131958.447265625,False,34,0.15,12,,0.1,5.0,3.0
6.183956149218109,106183.95614921811,59083.837890625,131958.447265625,False,34,0.15,12,,0.1,5.0,2.0
6.11702081751119,106117.02081751119,65214.01498916626,143745.72292373655,False,23,0.15,8,,0.15,3.0,0.0
6.11702081751119,106117.02081751119,65214.01498916626,143745.72292373655,False,23,0.15,8,,0.15,3.0,3.0
6.11702081751119,106117.02081751119,65214.01498916626,143745.72292373655,False,23,0.15,8,,0.15,3.0,2.0
6.049038101684476,106049.03810168448,57379.29280971875,242103.686295625,False,42,0.2,12,,0.15,2.0,3.0
6.049038101684476,106049.03810168448,57379.29280971875,242103.686295625,False,42,0.2,12,,0.15,2.0,2.0
6.049038101684476,106049.03810168448,57379.29280971875,242103.686295625,False,42,0.2,12,,0.15,2.0,0.0
5.897675200928744,105897.67520092874,33062.5,46875.0,False,11,0.2,8,,0.15,5.0,3.0
5.897675200928744,105897.67520092874,33062.5,46875.0,False,11,0.2,8,,0.15,5.0,0.0
5.897675200928744,105897.67520092874,33062.5,46875.0,False,11,0.2,8,,0.15,5.0,2.0
5.880587580969295,105880.5875809693,64717.15725000001,157654.30224999998,False,41,0.15,12,,0.1,4.0,2.0
5.880587580969295,105880.5875809693,64717.15725000001,157654.30224999998,False,41,0.15,12,,0.1,4.0,0.0
5.880587580969295,105880.5875809693,64717.15725000001,157654.30224999998,False,41,0.15,12,,0.1,4.0,3.0
5.694812411220977,105694.81241122098,71307.66222222224,108817.70666666668,False,26,0.2,12,,0.1,4.0,2.0
5.694812411220977,105694.81241122098,71307.66222222224,108817.70666666668,False,26,0.2,12,,0.1,4.0,0.0
5.694812411220977,105694.81241122098,71307.66222222224,108817.70666666668,False,26,0.2,12,,0.1,4.0,3.0
5.628029380312524,105628.02938031252,44757.71691894531,205631.02552625872,False,62,0.1,12,,0.1,5.0,0.0
5.628029380312524,105628.02938031252,44757.71691894531,205631.02552625872,False,62,0.1,12,,0.1,5.0,2.0
5.628029380312524,105628.02938031252,44757.71691894531,205631.02552625872,False,62,0.1,12,,0.1,5.0,3.0
5.587094226902903,105587.0942269029,67079.54550471855,196965.95232325493,False,33,0.15,8,,0.15,2.0,3.0
5.587094226902903,105587.0942269029,67079.54550471855,196965.95232325493,False,33,0.15,8,,0.15,2.0,0.0
5.587094226902903,105587.0942269029,67079.54550471855,196965.95232325493,False,33,0.15,8,,0.15,2.0,2.0
5.541375651104812,105541.37565110481,64083.333333333314,85000.0,False,21,0.2,12,,0.1,5.0,3.0
5.541375651104812,105541.37565110481,64083.333333333314,85000.0,False,21,0.2,12,,0.1,5.0,0.0
5.541375651104812,105541.37565110481,64083.333333333314,85000.0,False,21,0.2,12,,0.1,5.0,2.0
5.5176244806405155,105517.62448064052,50350.0,64500.0,False,12,0.2,8,,0.15,4.0,2.0
5.5176244806405155,105517.62448064052,50350.0,64500.0,False,12,0.2,8,,0.15,4.0,0.0
5.5176244806405155,105517.62448064052,50350.0,64500.0,False,12,0.2,8,,0.15,4.0,3.0
5.466683280011086,105466.68328001109,48151.169100861516,217533.7430378458,False,43,0.1,8,,0.15,3.0,3.0
5.466683280011086,105466.68328001109,48151.169100861516,217533.7430378458,False,43,0.1,8,,0.15,3.0,0.0
5.466683280011086,105466.68328001109,48151.169100861516,217533.7430378458,False,43,0.1,8,,0.15,3.0,2.0
5.418780248373093,105418.78024837309,48949.26890992833,241111.20323379093,False,72,0.1,12,,0.1,4.0,3.0
