return_pct,final_value,cash,halted,trades,reset,order_pct,counter_m,ETH_sweep,BNB_sweep,SOL_sweep
14.04304646023588,34212.913938070764,10328.5563361114,False,254,96.0,0.05,4.0,0.1,0.04,0.1
14.03434030592262,34210.302091776786,1529.4778058043375,False,94,,0.1,4.0,0.06,0.08,0.1
14.03434030592262,34210.302091776786,1529.4778058043375,False,94,96.0,0.1,4.0,0.06,0.08,0.1
14.03434030592262,34210.302091776786,1529.4778058043375,False,94,48.0,0.1,4.0,0.06,0.08,0.1
14.03040394801113,34209.12118440334,630.2385526624589,False,94,,0.1,4.0,0.1,0.08,0.1
14.03040394801113,34209.12118440334,630.2385526624589,False,94,48.0,0.1,4.0,0.1,0.08,0.1
14.03040394801113,34209.12118440334,630.2385526624589,False,94,96.0,0.1,4.0,0.1,0.08,0.1
13.978864113102658,34193.6592339308,947.4917625804928,False,128,96.0,0.1,3.0,0.06,0.08,0.3
13.978864113102658,34193.6592339308,947.4917625804928,False,128,,0.1,3.0,0.06,0.08,0.3
13.978864113102658,34193.6592339308,947.4917625804928,False,128,48.0,0.1,3.0,0.06,0.08,0.3
13.898663081686124,34169.59892450584,16692.982715288443,False,266,,0.05,2.0,0.15,0.08,0.1
13.898663081686124,34169.59892450584,16692.982715288443,False,266,96.0,0.05,2.0,0.15,0.08,0.1
13.898663081686124,34169.59892450584,16692.982715288443,False,266,48.0,0.05,2.0,0.15,0.08,0.1
13.829811690784213,34148.943507235264,10248.758828773596,False,316,48.0,0.05,3.0,0.1,0.04,0.1
13.829811690784213,34148.943507235264,10248.758828773596,False,316,96.0,0.05,3.0,0.1,0.04,0.1
13.829811690784213,34148.943507235264,10248.758828773596,False,316,,0.05,3.0,0.1,0.04,0.1
13.67222016225649,34101.66604867695,844.1594452538379,False,122,,0.1,3.0,0.06,0.08,0.1
13.67222016225649,34101.66604867695,844.1594452538379,False,122,96.0,0.1,3.0,0.06,0.08,0.1
13.67222016225649,34101.66604867695,844.1594452538379,False,122,48.0,0.1,3.0,0.06,0.08,0.1
13.667695174957117,34100.308552487135,129.08244660881473,False,96,96.0,0.1,4.0,0.15,0.08,0.1
13.667695174957117,34100.308552487135,129.08244660881473,False,96,,0.1,4.0,0.15,0.08,0.1
13.667695174957117,34100.308552487135,129.08244660881473,False,96,48.0,0.1,4.0,0.15,0.08,0.1
13.65841999923141,34097.52599976942,2596.0933139093913,False,161,96.0,0.1,2.0,0.1,0.08,0.3
13.65841999923141,34097.52599976942,2596.0933139093913,False,161,,0.1,2.0,0.1,0.08,0.3
13.65841999923141,34097.52599976942,2596.0933139093913,False,161,48.0,0.1,2.0,0.1,0.08,0.3
13.629749877097225,34088.92496312917,1386.458717322605,False,96,,0.1,4.0,0.06,0.08,0.3
13.629749877097225,34088.92496312917,1386.458717322605,False,96,96.0,0.1,4.0,0.06,0.08,0.3
13.629749877097225,34088.92496312917,1386.458717322605,False,96,48.0,0.1,4.0,0.06,0.08,0.3
13.568422888999438,34070.52686669983,10165.379002944313,False,250,,0.05,3.0,0.15,0.06,0.1
13.568422888999438,34070.52686669983,10165.379002944313,False,250,48.0,0.05,3.0,0.15,0.06,0.1
13.568422888999438,34070.52686669983,10165.379002944313,False,250,96.0,0.05,3.0,0.15,0.06,0.1
13.549713569061497,34064.91407071845,2247.134926505902,False,155,,0.1,2.0,0.06,0.08,0.1
13.549713569061497,34064.91407071845,2247.134926505902,False,155,96.0,0.1,2.0,0.06,0.08,0.1
13.549713569061497,34064.91407071845,2247.134926505902,False,155,48.0,0.1,2.0,0.06,0.08,0.1
13.505899768395466,34051.76993051864,3024.0206622749265,False,123,48.0,0.1,3.0,0.1,0.08,0.2
13.505899768395466,34051.76993051864,3024.0206622749265,False,123,,0.1,3.0,0.1,0.08,0.2
13.505899768395466,34051.76993051864,3024.0206622749265,False,123,96.0,0.1,3.0,0.1,0.08,0.2
13.46525501351202,34039.576504053606,11658.92788448648,False,339,48.0,0.05,2.0,0.15,0.06,0.1
13.46525501351202,34039.576504053606,11658.92788448648,False,339,,0.05,2.0,0.15,0.06,0.1
13.46525501351202,34039.576504053606,11658.92788448648,False,339,96.0,0.05,2.0,0.15,0.06,0.1
13.423979313622961,34027.19379408689,419.89449039463307,False,136,,0.1,4.0,0.15,0.06,0.1
13.423979313622961,34027.19379408689,419.89449039463307,False,136,96.0,0.1,4.0,0.15,0.06,0.1
13.423979313622961,34027.19379408689,419.89449039463307,False,136,48.0,0.1,4.0,0.15,0.06,0.1
13.379885683410125,34013.96570502304,3772.060775415607,False,119,,0.1,3.0,0.06,0.08,0.2
13.379885683410125,34013.96570502304,3772.060775415607,False,119,48.0,0.1,3.0,0.06,0.08,0.2
13.379885683410125,34013.96570502304,3772.060775415607,False,119,96.0,0.1,3.0,0.06,0.08,0.2
13.366485496714645,34009.94564901439,16887.0292102166,False,208,96.0,0.05,3.0,0.06,0.08,0.2
13.366485496714645,34009.94564901439,16887.0292102166,False,208,48.0,0.05,3.0,0.06,0.08,0.2
13.366485496714645,34009.94564901439,16887.0292102166,False,208,,0.05,3.0,0.06,0.08,0.2
13.021180903721422,33906.35427111643,18679.69330920816,False,163,,0.05,4.0,0.06,0.08,0.2
13.021180903721422,33906.35427111643,18679.69330920816,False,163,96.0,0.05,4.0,0.06,0.08,0.2
13.021180903721422,33906.35427111643,18679.69330920816,False,163,48.0,0.05,4.0,0.06,0.08,0.2
13.005621309998922,33901.686392999676,2593.8538339984075,False,163,,0.1,2.0,0.15,0.08,0.3
13.005621309998922,33901.686392999676,2593.8538339984075,False,163,48.0,0.1,2.0,0.15,0.08,0.3
13.005621309998922,33901.686392999676,2593.8538339984075,False,163,96.0,0.1,2.0,0.15,0.08,0.3
12.90801770822453,33872.40531246736,635.5642660541967,False,98,,0.1,4.0,0.1,0.08,0.3
12.90801770822453,33872.40531246736,635.5642660541967,False,98,48.0,0.1,4.0,0.1,0.08,0.3
12.90801770822453,33872.40531246736,635.5642660541967,False,98,96.0,0.1,4.0,0.1,0.08,0.3
12.84652796408734,33853.9583892262,4110.851272209351,False,89,48.0,0.1,4.0,0.06,0.08,0.2
12.84652796408734,33853.9583892262,4110.851272209351,False,89,,0.1,4.0,0.06,0.08,0.2
12.84652796408734,33853.9583892262,4110.851272209351,False,89,96.0,0.1,4.0,0.06,0.08,0.2
12.828208145974301,33848.46244379229,3931.8259460183804,False,93,48.0,0.1,4.0,0.1,0.08,0.2
12.828208145974301,33848.46244379229,3931.8259460183804,False,93,,0.1,4.0,0.1,0.08,0.2
12.828208145974301,33848.46244379229,3931.8259460183804,False,93,96.0,0.1,4.0,0.1,0.08,0.2
12.758746337266954,33827.623901180086,2398.975943854655,False,171,48.0,0.1,2.0,0.06,0.08,0.3
12.758746337266954,33827.623901180086,2398.975943854655,False,171,,0.1,2.0,0.06,0.08,0.3
12.758746337266954,33827.623901180086,2398.975943854655,False,171,96.0,0.1,2.0,0.06,0.08,0.3
12.750275424874417,33825.082627462325,13756.195898002525,False,210,,0.05,4.0,0.06,0.06,0.2
12.750275424874417,33825.082627462325,13756.195898002525,False,210,48.0,0.05,4.0,0.06,0.06,0.2
12.750275424874417,33825.082627462325,13756.195898002525,False,210,96.0,0.05,4.0,0.06,0.06,0.2
12.708123864171988,33812.437159251596,16724.2488463786,False,190,48.0,0.05,3.0,0.1,0.08,0.2
12.708123864171988,33812.437159251596,16724.2488463786,False,190,,0.05,3.0,0.1,0.08,0.2
12.708123864171988,33812.437159251596,16724.2488463786,False,190,96.0,0.05,3.0,0.1,0.08,0.2
12.648137776298437,33794.44133288953,11444.395451559189,False,443,48.0,0.05,2.0,0.06,0.04,0.1
12.648137776298437,33794.44133288953,11444.395451559189,False,443,,0.05,2.0,0.06,0.04,0.1
12.648137776298437,33794.44133288953,11444.395451559189,False,443,96.0,0.05,2.0,0.06,0.04,0.1
